facebookUrl,price,location,text,brand,model,year,engine,fuel,km,boite,condition,transaction,price_clean
https://www.facebook.com/marketplace/algiers/search?query=voiture,1.0,الجزائر,Dacia duster 2024 gold,Dacia,Duster,2024.0,,essence,,,,sell,10000000.0
https://www.facebook.com/marketplace/algiers/search?query=voiture,0.0,الجزائر,بيجو 206 1٫1 GPL,Peugeot,206,,1.1,essence,,,,sell,0.0
https://www.facebook.com/marketplace/algiers/search?query=voiture,1.0,الجزائر,Clio 5 rsline 2023,Renault,Clio 5,2023.0,,,,,,sell,10000000.0
https://www.facebook.com/marketplace/algiers/search?query=voiture,1.0,الجزائر,Leon Fr beats 2019,SEAT,Leon,2019.0,,essence,,,,sell,10000000.0
https://www.facebook.com/marketplace/algiers/search?query=voiture,0.0,الجزائر,GX3pro drive  affaire,Geely,GX3 Pro,,,,,,,sell,0.0
https://www.facebook.com/marketplace/algiers/search?query=voiture,245.0,الجزائر,Une très belle i10 0sbigha,Hyundai,i10,,,essence,,,very good,sell,2450000.0
https://www.facebook.com/marketplace/algiers/search?query=voiture,18512.0,الجزائر,2008 ماروتي نعم وي,Maruti Suzuki,,2008.0,,,,,,sell,185120.0
https://www.facebook.com/marketplace/algiers/search?query=voiture,1.0,الجزائر,Skoda fabia,Skoda,Fabia,,,essence,,,,sell,10000000.0
https://www.facebook.com/marketplace/algiers/search?query=voiture,1.0,الجزائر,"Saxo vts 1.4simple
#05_59_89_76_46",Citroen,Saxo,,1.4,essence,,,,sell,10000000.0
https://www.facebook.com/marketplace/algiers/search?query=voiture,0.0,الجزائر,Zoty z100 suzuki,Zoty,Z100,,,,,,,sell,0.0
https://www.facebook.com/marketplace/algiers/search?query=voiture,336.0,الجزائر,2021 Clio  Limited  Limited,Renault,Clio,2021.0,,essence,,,,sell,3360000.0
https://www.facebook.com/marketplace/algiers/search?query=voiture,123.0,الجزائر,Vente voiture Ford Fiesta 99,Ford,Fiesta,1999.0,,,,manual,,sell,1230000.0
https://www.facebook.com/marketplace/algiers/search?query=voiture,0.0,البليدة,Arkana,Renault,Arkana,,,,,,,sell,0.0
https://www.facebook.com/marketplace/algiers/search?query=voiture,0.0,تيزي وزو,2018 Seat Ibiza La tout,Seat,Ibiza,2018.0,,,,,,sell,0.0
https://www.facebook.com/marketplace/algiers/search?query=voiture,0.0,بوفاريك,كليو جبوناز شابة [hidden information],Renault,Clio,,,,,,good,sell,0.0
https://www.facebook.com/marketplace/algiers/search?query=voiture,210.0,الأخضرية,Swift dezire 2015,Suzuki,Swift Dezire,2015.0,1.2,essence,,manual,,sell,2100000.0
https://www.facebook.com/marketplace/algiers/search?query=voiture,320.0,الجزائر,Kia Sorento,Kia,Sorento,,,,,,,sell,3200000.0
https://www.facebook.com/marketplace/algiers/search?query=voiture,150.0,مليانة,سويفت,Suzuki,Swift,,,,,,,sell,1500000.0
https://www.facebook.com/marketplace/algiers/search?query=voiture,123.0,مشدا لله,Zotye z 200 hb,Zotye,Z200 HB,,,,,,,sell,1230000.0
https://www.facebook.com/marketplace/algiers/search?query=voiture,1.0,الجزائر,R5 نقية,Renault,R5,,,,,manual,very clean,sell,10000000.0
https://www.facebook.com/marketplace/algiers/search?query=voiture,123.0,الكليتوس,Brazilia fiha chwiya sbigha a9ra ltaht [hidden information],Volkswagen,Brasilia,,,essence,,manual,a little rust,sell,1230000.0
https://www.facebook.com/marketplace/algiers/search?query=voiture,0.0,الجزائر,"Braki
[hidden information]",,Braki,,,,,,,sell,0.0
https://www.facebook.com/marketplace/algiers/search?query=voiture,0.0,الجزائر,Location de voiture,,,,,,,,,rent,0.0
https://www.facebook.com/marketplace/algiers/search?query=voiture,0.0,بني مراد,Ford fiesta 2011 ess 1.25,Ford,Fiesta,2011.0,1.25,essence,,manual,,sell,0.0
https://www.facebook.com/marketplace/algiers/search?query=voiture,4.0,الشراقة,"Hyndai i30 première main toutes options, boite auto 2019",Hyundai,i30,2019.0,,,,automatic,"first hand, all options",sell,40000000.0
https://www.facebook.com/marketplace/algiers/search?query=voiture,0.0,البليدة,Fiat 500,Fiat,500,,,,,,,sell,0.0
https://www.facebook.com/marketplace/algiers/search?query=voiture,255.0,البليدة,Ibiza 2014,Seat,Ibiza,2014.0,,,,manual,,sell,2550000.0
https://www.facebook.com/marketplace/algiers/search?query=voiture,0.0,الجزائر,Swift 2022,Suzuki,Swift,2022.0,1.2,essence,,,,sell,0.0
https://www.facebook.com/marketplace/algiers/search?query=voiture,5.0,الجزائر,Location,,,,,,,,,rent,50000000.0
https://www.facebook.com/marketplace/algiers/search?query=voiture,4000.0,الجزائر,L ocation de voiture,,,,,,,,,rent,40000000.0
https://www.facebook.com/marketplace/algiers/search?query=voiture,156.0,البويرة,2013 رونو كومبيس لاتوت,Renault,Kangoo,2013.0,,,,,all options,sell,1560000.0
https://www.facebook.com/marketplace/algiers/search?query=voiture,1000000.0,الجزائر,Ford Fiesta diesel année 2002,Ford,Fiesta,2002.0,1.4,diesel,,manual,,sell,10000000.0
https://www.facebook.com/marketplace/algiers/search?query=voiture,0.0,الجزائر,بيجو 206 1٫1 GPL,Peugeot,206,,1.1,essence,,manual,,sell,0.0
https://www.facebook.com/marketplace/algiers/search?query=voiture,0.0,الجزائر,208 essence 2015 1.2 160000 km...........[hidden information]...........,Peugeot,208,2015.0,1.2,essence,160000.0,manual,,sell,0.0
https://www.facebook.com/marketplace/algiers/search?query=voiture,240.0,الشراقة,Swift Suzuki [hidden information],Suzuki,Swift,,,,,,,sell,2400000.0
https://www.facebook.com/marketplace/algiers/search?query=voiture,308.0,الجزائر,Fiat 500  club [hidden information]km,Fiat,500 Club,,,,,,,sell,3080000.0
https://www.facebook.com/marketplace/algiers/search?query=voiture,1.0,الجزائر,Clio 5 rsline 2023,Renault,Clio 5 RS Line,2023.0,,essence,,,,sell,10000000.0
https://www.facebook.com/marketplace/algiers/search?query=voiture,0.0,الجزائر,Citroen c3 2023 essence,Citroen,C3,2023.0,,essence,,,,sell,0.0
https://www.facebook.com/marketplace/algiers/search?query=voiture,195.0,الجزائر,Ibiza fully,Seat,Ibiza,,,,,,fully equipped,sell,1950000.0
https://www.facebook.com/marketplace/algiers/search?query=voiture,774967534.0,بئر توتة,2011 0774967534 265 Polo,Volkswagen,Polo,2011.0,,,,,,sell,7749675340.0
https://www.facebook.com/marketplace/algiers/search?query=voiture,33.0,الدار البيضاء,Ford escort XR3 1.6 essence,Ford,Escort XR3,,1.6,essence,,manual,,sell,330000000.0
https://www.facebook.com/marketplace/algiers/search?query=voiture,1.0,رغاية,Nissan tiida boite auto 2008 tres tres propre,Nissan,Tiida,2008.0,1.6,essence,,automatic,very clean,sell,10000000.0
https://www.facebook.com/marketplace/algiers/search?query=voiture,0.0,رغاية,Seat ibiza 2016 1.6 MPI 90 CHV,Seat,Ibiza,2016.0,1.6,essence,,manual,,sell,0.0
https://www.facebook.com/marketplace/algiers/search?query=voiture,540.0,الجزائر,[hidden information],,,,,,,,,sell,5400000.0
https://www.facebook.com/marketplace/algiers/search?query=voiture,1.0,الجزائر,Dacia duster 2024 gold,Dacia,Duster,2024.0,,,,,,sell,10000000.0
https://www.facebook.com/marketplace/algiers/search?query=voiture,300.0,براقي,Skoda Fabia 1.9tdi,Skoda,Fabia,,1.9,diesel,,manual,,sell,3000000.0
https://www.facebook.com/marketplace/algiers/search?query=voiture,2.0,الجزائر,ved voirure,,,,,,,,,sell,20000000.0
https://www.facebook.com/marketplace/algiers/search?query=voiture,0.0,البويرة,2012 Gelly  Ray / num  :[hidden information],Geely,Ray,2012.0,,,,,,sell,0.0
https://www.facebook.com/marketplace/algiers/search?query=voiture,123.0,الجزائر,Citroën C3,Citroën,C3,,,,,,,sell,1230000.0
https://www.facebook.com/marketplace/algiers/search?query=voiture,1.0,بومرداس,Picanto,Kia,Picanto,,,,,,,sell,10000000.0
https://www.facebook.com/marketplace/algiers/search?query=voiture,110.0,برج الكيفان,Fiat punto sporting 2002,Fiat,Punto Sporting,2002.0,,essence,,manual,,sell,1100000.0
https://www.facebook.com/marketplace/algiers/search?query=voiture,390.0,الجزائر,Hyundai i20 boite automatique Hybride,Hyundai,i20,,,essence,,automatic,,sell,3900000.0
https://www.facebook.com/marketplace/algiers/search?query=voiture,0.0,الجزائر,0,,,,,,,,,sell,0.0
https://www.facebook.com/marketplace/algiers/search?query=voiture,185.0,الجزائر,Aveo Ls 1.2 16V 2009,Chevrolet,Aveo LS,2009.0,1.2,essence,,manual,,sell,1850000.0
https://www.facebook.com/marketplace/algiers/search?query=voiture,0.0,الأربعطاش,2007 Fiat Grand punto La tout option,Fiat,Grand Punto,2007.0,,,,,,sell,0.0
https://www.facebook.com/marketplace/algiers/search?query=voiture,152.0,الجزائر,الطو لاتوت 00 صبيغة,Peugeot,,2000.0,,,,automatic,,sell,1520000.0
https://www.facebook.com/marketplace/algiers/search?query=voiture,0.0,الجزائر,Citroën C3,Citroën,C3,,,,,,,sell,0.0
https://www.facebook.com/marketplace/algiers/search?query=voiture,320.0,الجزائر,Megan,Renault,Megane,,,,,,,sell,3200000.0
https://www.facebook.com/marketplace/algiers/search?query=voiture,185.0,الجزائر,Kia rio kolchi fiplastou motor 1.6 gaz 2021 sbigha lirotoch mchya 274 fiha afarwa khfifa flbasina,Kia,Rio,2021.0,1.6,essence,,,good,sell,1850000.0
https://www.facebook.com/marketplace/algiers/search?query=voiture,0.0,برج الكيفان,2013 Hyundai i10 i10 1.1,Hyundai,i10,2013.0,1.1,essence,,manual,,sell,0.0
https://www.facebook.com/marketplace/algiers/search?query=voiture,99.0,الجزائر,2024 Fait 500 Ex,Fiat,500,2024.0,,essence,,,,sell,990000000.0
https://www.facebook.com/marketplace/algiers/search?query=voiture,635241.0,الجزائر,C3 1.4 hdi fiha moukel trisiti nbi3 wenberez,Citroën,C3,,1.4,diesel,,manual,bad,sell,6352410.0
https://www.facebook.com/marketplace/algiers/search?query=voiture,1.0,الجزائر,Peugeot 107,Peugeot,107,,,,,,,sell,10000000.0
https://www.facebook.com/marketplace/algiers/search?query=voiture,1111.0,البليدة,Ford  fiesta,Ford,Fiesta,,,,,,,sell,11110000.0
https://www.facebook.com/marketplace/algiers/search?query=voiture,260.0,الجزائر,"I20 2019
212km
[hidden information]
La painteur Les deux Alie avant 
Très propre",Hyundai,i20,2019.0,,,212.0,,very clean,sell,2600000.0
https://www.facebook.com/marketplace/algiers/search?query=voiture,150.0,بواسماعيل,2005 ستروان C3 لاتوت,Citroën,C3,2005.0,,,,automatic,,sell,1500000.0
https://www.facebook.com/marketplace/algiers/search?query=voiture,2.0,الجزائر,Vente clio 3,Renault,Clio 3,,,,,,,sell,20000000.0
https://www.facebook.com/marketplace/algiers/search?query=voiture,0.0,الجزائر,"Kia Picanto pop 2012
07/96/27/49/79",Kia,Picanto Pop,2012.0,,,,,,sell,0.0
https://www.facebook.com/marketplace/algiers/search?query=voiture,480.0,الجزائر,508 2021 HDI فيها سبيغة زوج بيبان وكابو ولال وارباغ خارج تع الفوق جهة راكب,Peugeot,508,2021.0,,diesel,,,,sell,4800000.0
https://www.facebook.com/marketplace/algiers/search?query=voiture,11.0,السواقي,Clio2.Mlabsa,Renault,Clio II,,,,,,,sell,110000000.0
https://www.facebook.com/marketplace/algiers/search?query=voiture,100000000.0,الجزائر,Citroen boit autau,Citroën,,,,,,automatic,,sell,1000000000.0
https://www.facebook.com/marketplace/algiers/search?query=voiture,280.0,البليدة,Micra,Nissan,Micra,,,,,,,sell,2800000.0
https://www.facebook.com/marketplace/algiers/search?query=voiture,1.0,الجزائر,Peugeot 308,Peugeot,308,,,,,,,sell,10000000.0
https://www.facebook.com/marketplace/algiers/search?query=voiture,255.0,البليدة,Ibiza 2014,Seat,Ibiza,2014.0,1.2,essence,,manual,,sell,2550000.0
https://www.facebook.com/marketplace/algiers/search?query=voiture,340.0,الجزائر,Leon SC 2014,Seat,Leon SC,2014.0,1.2,essence,,manual,,sell,3400000.0
https://www.facebook.com/marketplace/algiers/search?query=voiture,45.0,الجزائر,سيارة,,,,,,,,,sell,450000000.0
https://www.facebook.com/marketplace/algiers/search?query=voiture,254.0,الجزائر,1.4 essence,,,,1.4,essence,,,,sell,2540000.0
https://www.facebook.com/marketplace/algiers/search?query=voiture,310.0,بواسماعيل,renault kwid 2024,Renault,Kwid,2024.0,1.0,essence,,manual,,sell,3100000.0
https://www.facebook.com/marketplace/algiers/search?query=voiture,155.0,الرحمانية,Spark 3 peinture masque avant+aile arrière+a froid f toit sghira choc ma fihach 110000km,Chevrolet,Spark,,,essence,110000.0,,damaged,sell,1550000.0
https://www.facebook.com/marketplace/algiers/search?query=voiture,200.0,الجزائر,[hidden information],,,,,,,,,sell,2000000.0
https://www.facebook.com/marketplace/algiers/search?query=voiture,0.0,الجزائر,208 STYLE 2023,Peugeot,208 Style,2023.0,1.2,essence,,manual,,sell,0.0
https://www.facebook.com/marketplace/algiers/search?query=voiture,0.0,الجزائر,2013 Volkswagen Golf r20 Sport,Volkswagen,Golf,2013.0,2.0,essence,,,,sell,0.0
https://www.facebook.com/marketplace/algiers/search?query=voiture,0.0,الجزائر,Fiat Punto,Fiat,Punto,,,,,,,sell,0.0
https://www.facebook.com/marketplace/algiers/search?query=voiture,0.0,العاشور,Kwid 2024 machia 13 Alf 00 sbigha accepté échange [hidden information],Renault,Kwid,2024.0,1.0,essence,13000.0,manual,,sell,0.0
https://www.facebook.com/marketplace/algiers/search?query=voiture,1.0,الجزائر,DASHING JETTOUR 2025,,,,,,,,,,10000000.0
https://www.facebook.com/marketplace/algiers/search?query=voiture,395.0,الجزائر,Geely GX3 pro,,,,,,,,,,3950000.0
https://www.facebook.com/marketplace/algiers/search?query=voiture,3.0,الجزائر,Ford Fiesta 2022. Carte grise Safia,,,,,,,,,,30000000.0
https://www.facebook.com/marketplace/algiers/search?query=voiture,60.0,عين الدفلى,2025 ليفان 320 2012,,,,,,,,,,600000000.0
https://www.facebook.com/marketplace/algiers/search?query=voiture,1.0,سحاولة,A vendre,,,,,,,,,,10000000.0
https://www.facebook.com/marketplace/algiers/search?query=voiture,4.0,الشراقة,"Hyndai i30 première main toutes options, boite auto 2019",,,,,,,,,,40000000.0
https://www.facebook.com/marketplace/algiers/search?query=voiture,1.0,الجزائر,Pack Auto Complet Rose Barbie ✔️,,,,,,,,,,10000000.0
https://www.facebook.com/marketplace/algiers/search?query=voiture,287.0,أولاد يعيش,Picanto,,,,,,,,,,2870000.0
https://www.facebook.com/marketplace/algiers/search?query=voiture,200.0,البليدة,Polo 2013,,,,,,,,,,2000000.0
https://www.facebook.com/marketplace/algiers/search?query=voiture,111.0,الجزائر,Megane 2000 1.6 essence,,,,,,,,,,1110000.0
https://www.facebook.com/marketplace/algiers/search?query=voiture,1.0,الجزائر,Clio 5 Alpine 2025,,,,,,,,,,10000000.0
https://www.facebook.com/marketplace/algiers/search?query=voiture,33.0,الجزائر,Peugeot 207 (1.4 simple) essence,,,,,,,,,,330000000.0
https://www.facebook.com/marketplace/algiers/search?query=voiture,0.0,تيبازة,Clio,,,,,,,,,,0.0
https://www.facebook.com/marketplace/algiers/search?query=voiture,295.0,الجزائر,"Volkswagen 2013
Accepte l'échange",,,,,,,,,,2950000.0
https://www.facebook.com/marketplace/algiers/search?query=voiture,11.0,السواقي,Clio2.Mlabsa,,,,,,,,,,110000000.0
https://www.facebook.com/marketplace/algiers/search?query=voiture,1400.0,الجزائر,Par a Soleil paraplui,,,,,,,,,,14000000.0
https://www.facebook.com/marketplace/algiers/search?query=voiture,495.0,الشراقة,Fiat 500 x,,,,,,,,,,4950000.0
https://www.facebook.com/marketplace/algiers/search?query=voiture,123.0,الرويبة,daihatsu charade 2006 la base,Daihatsu,Charade,2006.0,,,,,,sell,1230000.0
https://www.facebook.com/marketplace/algiers/search?query=voiture,0.0,الجزائر,Pièces de voiture citroën 2 cv dyane 6,Audi,A3,,,,,,,sell,0.0
https://www.facebook.com/marketplace/algiers/search?query=voiture,1.0,الجزائر,Audi a3,Renault,Symbol,2016.0,,,,,good,sell,10000000.0
https://www.facebook.com/marketplace/algiers/search?query=voiture,123.0,الجزائر,2016 Renault Symbol Voiture bon occasion,Volkswagen,CrossFox,2007.0,1.6,essence,,manual,,sell,1230000.0
https://www.facebook.com/marketplace/algiers/search?query=voiture,0.0,الجزائر,Fox cross 2007 1.6 essence,Audi,A6,,2.0,diesel,,,,sell,0.0
https://www.facebook.com/marketplace/algiers/search?query=voiture,220.0,الجزائر,Audi A6 2.0 tdi,Suzuki,Swift DZire,2015.0,1.2,essence,,manual,,sell,2200000.0
https://www.facebook.com/marketplace/algiers/search?query=voiture,0.0,الجزائر,2024 DVD VOITURE  207 Jdide Dvd,Volkswagen,Golf II,,,,,,,sell,0.0
https://www.facebook.com/marketplace/algiers/search?query=voiture,210.0,الأخضرية,Swift dezire 2015,Seat,Ibiza FR Plus,,,,,,,sell,2100000.0
https://www.facebook.com/marketplace/algiers/search?query=voiture,0.0,الجزائر,"golf c2  

0559639849",Peugeot,208,,1.2,essence,,manual,,sell,0.0
https://www.facebook.com/marketplace/algiers/search?query=voiture,5837346.0,الجزائر,Seat fr plus Iibiza ///0//5/40///29/20///43// 00 pénture 00 a froid,Seat,Ibiza,2018.0,,,,,,sell,58373460.0
https://www.facebook.com/marketplace/algiers/search?query=voiture,0.0,تيشي,"Peugeot 208 .. 1,2",Peugeot,208,,,,,,,sell,0.0
https://www.facebook.com/marketplace/algiers/search?query=voiture,1.0,بومرداس,"Seat ibiza année 2018
0665254649
0555602850",Hyundai,i20,2019.0,,,212.0,,very clean,sell,10000000.0
https://www.facebook.com/marketplace/algiers/search?query=voiture,1.0,الجزائر,208,Peugeot,208,,,diesel,,manual,,sell,10000000.0
https://www.facebook.com/marketplace/algiers/search?query=voiture,260.0,الجزائر,"I20 2019
212km
[hidden information]
La painteur Les deux Alie avant 
Très propre",Geely,GX3 Pro,,,,,,,sell,2600000.0
https://www.facebook.com/marketplace/algiers/search?query=voiture,200.0,خرايسية,tôlier voiture,Chana,Presto,2010.0,,,,,,sell,2000000.0
https://www.facebook.com/marketplace/algiers/search?query=voiture,220.0,الجزائر,Peugeot 208 HDI,Peugeot,301,,,,,,,sell,2200000.0
https://www.facebook.com/marketplace/algiers/search?query=voiture,395.0,الجزائر,Geely GX3 pro,Dacia,Logan,,1.2,essence,550000.0,,,sell,3950000.0
https://www.facebook.com/marketplace/algiers/search?query=voiture,90.0,برج الكيفان,Chana Presto 2010,Peugeot,206+,2012.0,1.1,essence,,manual,,sell,900000000.0
https://www.facebook.com/marketplace/algiers/search?query=voiture,1.0,الجزائر,Peugeot 301,Land Rover,Range Rover Evoque,2015.0,,,,,,sell,10000000.0
https://www.facebook.com/marketplace/algiers/search?query=voiture,180.0,الجزائر,Logan 1.2 machia 550000 moiteur refait a neuf,Kia,Picanto,,,,,,,sell,1800000.0
https://www.facebook.com/marketplace/algiers/search?query=voiture,0.0,الجزائر,206+ 1.1 ess 2012,Peugeot,206,2006.0,1.4,essence,,manual,,sell,0.0
https://www.facebook.com/marketplace/algiers/search?query=voiture,0.0,الجزائر,000,Kia,Picanto,,,,,,,sell,0.0
https://www.facebook.com/marketplace/algiers/search?query=voiture,340000.0,تيزي وزو,2015 range rever évoque  [hidden information],Peugeot,206,,1.4,essence,,manual,,sell,3400000.0
https://www.facebook.com/marketplace/algiers/search?query=voiture,120.0,الجزائر,Avendre kia enpane,Renault,Latitude,2012.0,,,,,,sell,1200000.0
https://www.facebook.com/marketplace/algiers/search?query=voiture,14.0,الجزائر,"[hidden information]. PEUGEOT 206 1.4 La tout. 2006 
. Alger 16.",Peugeot,308,2007.0,1.6,diesel,,manual,,sell,140000000.0
https://www.facebook.com/marketplace/algiers/search?query=voiture,88888.0,القليعة,Picanto la base,,,,,,,,,,888880.0
https://www.facebook.com/marketplace/algiers/search?query=voiture,0.0,عين البنيان,مفيهاش موتور,,,,,,,,,,0.0
https://www.facebook.com/marketplace/algiers/search?query=voiture,33.0,بئر توتة,206 1.4ess,,,,,,,,,,330000000.0
https://www.facebook.com/marketplace/algiers/search?query=voiture,0.0,الجزائر,Latitude année 2012 -0667719868,,,,,,,,,,0.0
https://www.facebook.com/marketplace/algiers/search?query=voiture,160.0,بئر توتة,308 Oxigo année 2007 1.6 HDi nripondi f téléphone,,,,,,,,,,1600000.0
